date,user,text,retweets,favourites
2020-12-02 22:55:00,JoeBiden,"Let us begin the work to heal, unite, and rebuild an economy for all Americans. https://t.co/mEurf9Obdf",3494,41968
2020-12-02 20:36:16,JoeBiden,We’re facing the worst economic crisis since the Great Depression — and Americans need immediate relief. Tune in for a discussion with workers and small business owners on how we move forward. https://t.co/mq5uLaJnAB,2938,24027
2020-12-02 19:12:00,JoeBiden,"Congratulations to the newest United States Senator @SenMarkKelly. I know he’ll serve the people of Arizona well, and I look forward to working together to build this country back better.",8820,140441
2020-12-02 15:26:00,JoeBiden,"From the most unequal economic and jobs crisis in modern history, we can build a new American economy that works for everyone.

But we need to act now — and we have to work together.",6744,91906
2020-12-02 02:24:00,JoeBiden,"Today, I was proud to announce key nominations and appointments for critical economic positions in the Biden-Harris administration.

A first-rate team that will get us through the economic crisis and help build our economy back better than before. https://t.co/eSUV6ibiZ1",2822,36470
2020-12-02 02:12:54,JoeBiden,RT @Transition46: Statement by President-elect Biden on the U.S. Supreme Court case on the Census. https://t.co/9sFp4pIlJt,2256,0
2020-12-02 02:12:42,JoeBiden,"RT @KamalaHarris: Rosa Parks sparked a movement on this day in 1955 when she refused to give up her bus seat. Today, let’s honor her legacy…",9348,0
2020-12-01 23:25:00,JoeBiden,"This World AIDS Day, Jill and I join with communities around the globe to remember those we've lost. Because of the hard work of advocates, activists, and frontline workers, an AIDS-free generation is within reach — and my administration will work tirelessly to make it a reality.",4491,61574
2020-12-01 21:02:00,JoeBiden,50 days until we make history and can call @KamalaHarris Madam Vice President. https://t.co/bozdb0szND,12510,200575
2020-12-01 19:32:00,JoeBiden,My message to everyone struggling right now is this: Help is on the way.,38552,561523
2020-12-01 18:00:28,JoeBiden,We need to deliver immediate relief for the American people and build our economy back better than ever. Tune in as I introduce key members of my economic team for the first time. https://t.co/6NNZaaWfA8,3725,33551
2020-12-01 02:45:00,JoeBiden,.@TTDAFLCIO President Larry Willis was a relentless champion for working families. Jill and I are keeping his loved ones in our prayers. https://t.co/n3XfhV1EDE,1244,16219
2020-12-01 01:40:00,JoeBiden,"Jill and I send our best wishes to everyone celebrating the Hmong New Year. Things look a little different this year, but we hope your festivities are safe and joyous as you mark the possibilities of new beginnings. Nyob Zoo Xyoo Tshiab!",6630,117905
2020-12-01 00:36:00,JoeBiden,My administration won’t just build back to the way things were before — we’re going to build back better. We’re going to ensure every single American has a fair shot to get ahead.,9423,144933
2020-12-01 00:07:49,JoeBiden,"RT @KamalaHarris: To our Sikh friends across the United States and around the world, @JoeBiden and I send our warmest wishes as you observe…",8615,0
2020-11-30 17:43:00,JoeBiden,"We have no time to lose to address the economic crisis we face and build our economy back better.

This team will be ready on Day One to pull every lever of government to help those hardest hit by COVID-19 and right the structural inequalities in our economy. https://t.co/cQ2MqV0mIW",3526,30040
2020-11-30 15:08:10,JoeBiden,RT @Transition46: This crisis-tested team will help lift America out of our current economic downturn and build back better—creating an eco…,2902,0
2020-11-30 14:31:28,JoeBiden,RT @BidenInaugural: We look forward to sharing updates here about events on January 20th as well as ways for Americans to engage with the I…,1448,0
2020-11-30 14:31:24,JoeBiden,"RT @BidenInaugural: Today, we are proud to announce the Presidential Inaugural Committee for the next President and Vice President of the U…",9497,0
2020-11-29 23:56:00,JoeBiden,"It’s time to put away the harsh rhetoric, lower the temperature, and listen to each other again.

To make progress, we must stop treating our opponents as our enemy. 

We are not enemies. We are Americans.",16447,239552
2020-11-29 23:11:02,JoeBiden,RT @Transition46: President-elect Biden and Vice President-elect Harris today announced new members of the White House staff who will serve…,16026,0
2020-11-29 16:42:00,JoeBiden,Let me be clear: Wearing a mask is not about making your life less comfortable or taking something away. It’s to give something back to all of us — a normal life.,67902,707287
2020-11-29 01:16:00,JoeBiden,We have to come together as a nation and unite around our shared goal: defeating this virus.,16274,301546
2020-11-28 20:30:00,JoeBiden,"I’ve always believed we can define America in one word: Possibilities.

We’re going to build an America where everyone has the opportunity to go as far as their dreams and God-given ability will take them.",10668,149833
2020-11-28 16:58:00,JoeBiden,"Small businesses are the backbone of communities across the country — and amid the pandemic, they need our help more than ever. Today, and every day, support your neighbors and strengthen your community by shopping small. #SmallBusinessSaturday https://t.co/MG9fwMi2sQ",7377,87700
2020-11-28 01:15:00,JoeBiden,"Each of us has a responsibility in our own lives to do what we can to slow the virus.

Every decision we make matters. Every decision we make can save a life. https://t.co/Rm0bYqh6eH",7185,68548
2020-11-27 23:06:00,JoeBiden,"This is our moment — ours together — to write a newer, bolder, more compassionate chapter in the life of our nation.",17591,292844
2020-11-27 19:33:00,JoeBiden,"This is the moment where we need to steel our spines, redouble our efforts, and recommit ourselves to the fight against COVID-19.

Let’s remember: We are all in this together. https://t.co/eliNEe7XCL",6223,64703
2020-11-27 16:13:00,JoeBiden,"This Native American Heritage Day, we give thanks to our Indigenous communities and their ancestors. As we celebrate their rich heritage and contributions, let’s commit to writing a new future together — one built on a strong partnership and filled with opportunity for all.",20787,244064
2020-11-27 02:42:00,JoeBiden,Millions of front line workers — like the firefighters and nurses I called today — worked away from their families on Thanksgiving. Our nation is grateful to all of you. https://t.co/VhHePAEzvx,13007,141669
2020-11-26 20:52:00,JoeBiden,Jill and I were honored today to talk to some of the heroes on the front lines of this crisis. We’re thankful today and every day for the nurses and firefighters who sacrifice so much to keep our communities safe. We see the very best of America in your courage and selflessness. https://t.co/5vrIXnZncz,7721,106184
2020-11-26 14:08:00,JoeBiden,"Thanksgiving has always been a special time for the Biden family. And while I know this isn’t the way many of us hoped to spend the holiday, the small act of staying home is a gift to our fellow Americans. https://t.co/4mHOEFIcjV",28425,265243
2020-11-26 01:55:00,JoeBiden,This Thanksgiving — and in anticipation of all the Thanksgivings to come — let us dream again. Let us commit ourselves to thinking not only of ourselves but of others. https://t.co/FujMmmykUP,6911,70543
2020-11-26 01:16:21,JoeBiden,RT @KamalaHarris: Food banks across our nation are struggling to keep up with the demand due to COVID-19. Know that when @JoeBiden and I ar…,4135,0
2020-11-26 00:46:00,JoeBiden,"Don’t let yourself surrender to the fatigue.

America is not going to lose the war against this virus. 

We’ll get our lives back. Life is going to return to normal. I promise.",13728,183535
2020-11-25 23:42:00,JoeBiden,For those who have lost loved ones — I know this time of year is especially difficult. I will be thinking and praying for each and every one of you at your Thanksgiving table. https://t.co/xlvaCrA1ZT,8566,93630
2020-11-25 21:50:00,JoeBiden,We need to remember: We’re at war with a virus — not with each other.,58163,817177
2020-11-25 19:52:32,JoeBiden,Tune in as I deliver a Thanksgiving address on the shared sacrifices Americans are making this holiday season and how we'll get through this crisis together. https://t.co/1v8vx05N9K,4509,43525
2020-11-25 18:09:31,JoeBiden,"Today, on the International Day for the Elimination of Violence Against Women, I reaffirm my commitment to ending this epidemic. A Biden-Harris administration will take bold action here at home and rejoin global efforts to confront gender-based violence in all its forms.",3909,48549
2020-11-25 18:09:30,JoeBiden,"The COVID-19 pandemic has made matters worse, creating a “shadow pandemic” for many women and girls who are largely confined to their home with their abuser and facing economic insecurity that makes escape more difficult.",3453,47323
2020-11-25 18:09:30,JoeBiden,"As many as 1 in 3 women is the victim of gender-based violence at some point in her life, and that rate is even higher for women of color, lesbian and bisexual women, transgender individuals, and other members of vulnerable or underserved communities.",10632,109365
2020-11-25 16:10:00,JoeBiden,The challenge before us right now is immense — we need bold action to fight this pandemic. That’s why @KamalaHarris and I are getting right to work preparing to get this virus under control.,10005,148320
2020-11-25 02:10:00,JoeBiden,"I believe America is strongest when we work with our allies.

It's how we keep this country safe, counter terrorism and extremism, control this pandemic, deal with the climate crisis, and so much more.",10718,173408
2020-11-25 00:45:00,JoeBiden,"While this team has unmatched experience and accomplishments, they also reflect the idea that we cannot meet the challenges we face with old thinking or unchanged habits. https://t.co/o9NWy59drg",3740,40108
2020-11-24 23:46:00,JoeBiden,"I’ve long said that America leads not by the example of our power, but by the power of our example.

I am proud to put forward this incredible team that will lead by example. https://t.co/mz9twkgcil",6733,91955
2020-11-24 22:30:00,JoeBiden,Let’s begin the work to heal and unite America and the world.,23569,443881
2020-11-24 21:02:00,JoeBiden,"This team is ready to lead the world, not retreat from it.

Ready to confront our adversaries, not reject our allies.

And ready to stand up for our values. https://t.co/DC0K6cJmpo",6583,74848
2020-11-24 19:21:00,JoeBiden,"Despite overt political pressure from the president, over the last 24 hours, MI, PA, and NV certified their results and the GSA began the transition. Still, President Trump has not conceded.

Here’s the latest from my Senior Advisor and former White House Counsel Bob Bauer. https://t.co/BvZEwI1hoH",7813,45780
2020-11-24 18:45:00,JoeBiden,America is back.,97190,1670257
2020-11-24 18:01:46,JoeBiden,We have no time to lose when it comes to our national security and foreign policy — I need a team that’s ready on day one. Tune in as I introduce key members of that team for the first time. https://t.co/eYC4hDwV05,4733,44380
2020-11-24 15:20:00,JoeBiden,"The election is over.

It’s time to put aside the partisanship and the rhetoric designed to demonize one another.

We have to come together.",34366,562028
2020-11-24 03:05:01,JoeBiden,https://t.co/6aIgLN2bMk,20024,205766
2020-11-24 02:47:00,JoeBiden,"Vice President-elect @KamalaHarris and I spent the afternoon meeting with a bipartisan group of mayors. It was just the start of what I know will be a strong partnership in the months and years ahead. Together, we’re going to beat COVID-19 and build back better. https://t.co/2oiKD7gxAi",5533,81168
2020-11-23 20:13:00,JoeBiden,"Today, I’m announcing the first members of my national security and foreign policy team. They will rally the world to take on our challenges like no other—challenges that no one nation can face alone.

It’s time to restore American leadership. I trust this group to do just that. https://t.co/uKE5JG45Ts",18983,148766
2020-11-23 17:24:23,JoeBiden,"RT @Transition46: Under the Biden-Harris administration, American national security and foreign policy will be led by experienced professio…",6849,0
2020-11-23 14:30:00,JoeBiden,"I pledge to be a president who seeks not to divide, but to unify.

Who doesn’t see red and blue states, but a United States.

And who will work with all my heart to win the confidence of the whole people.",26127,422809
2020-11-21 17:00:01,JoeBiden,Anyone who wants a COVID-19 test should be able to get one. Period.,53973,1024920
2020-11-21 00:08:00,JoeBiden,"This afternoon, @KamalaHarris and I met with @SpeakerPelosi and @SenSchumer to discuss how we’ll get this virus under control, deliver much-needed relief, and build back better than before. 

We’re getting right to work for the American people. https://t.co/jbeNpsimdj",12089,176739
2020-11-20 20:07:00,JoeBiden,"Here's the deal: Because President Trump refuses to concede and is delaying the transition, we have to fund it ourselves and need your help.

If you're able, chip in to help fund the Biden-Harris transition. https://t.co/apJMrdpoSS",16885,115304
2020-11-20 17:41:56,JoeBiden,Tune in as my team provides an update on the Trump Administration’s efforts to delay ascertainment and how we are moving forward to ensure a smooth transition of power. https://t.co/In0kywJf3a,4277,36642
2020-11-20 15:55:22,JoeBiden,"To transgender and gender-nonconforming people across America and around the world: from the moment I am sworn in as president, know that my administration will see you, listen to you, and fight for not only your safety but also the dignity and justice you have been denied.",11629,130453
2020-11-20 15:55:22,JoeBiden,"At least 37 transgender and gender-nonconforming people have been killed this year, most of them Black and Brown transgender women. It’s intolerable. This Transgender Day of Remembrance, we honor their lives—and recommit to the work that remains to end this epidemic of violence.",33923,293201
2020-11-20 15:08:31,JoeBiden,Tune in as my campaign adviser Bob Bauer provides a post-election legal briefing. https://t.co/exoW4NprD3,4119,34175
2020-11-20 02:45:00,JoeBiden,"To the families and friends of those we've lost due to COVID-19 — Jill and I send our love and prayers.

We know how tough it is to find purpose in the memory of the loved one you lost. It will take time — but you will find it, and we will find our purpose as a nation. https://t.co/paD7CcG8ns",7599,80760
2020-11-20 00:46:00,JoeBiden,Wearing a mask isn't a political statement — it's a patriotic duty.,98118,1217530
2020-11-19 23:31:00,JoeBiden,"This afternoon, @KamalaHarris and I met with a bipartisan group of governors from the @NatlGovsAssoc’s Executive Committee. We might be Democrats and Republicans, but we’re Americans first — and together, we’re going to beat COVID-19. https://t.co/pEkHtf4l4d",5970,82596
2020-11-19 21:07:03,JoeBiden,"Throughout the pandemic, our nation’s governors have stepped up to meet the moment. @KamalaHarris and I just met with the @NatlGovsAssoc to discuss how we’ll work together to combat COVID-19. Tune in. https://t.co/YiTjkIStbU",3765,38128
2020-11-19 00:50:00,JoeBiden,It’s not enough to praise our essential workers — we have to protect and pay them.,61543,742273
2020-11-18 23:35:00,JoeBiden,"The workers on the frontlines of this pandemic are making extraordinary sacrifices every single day. They deserve leaders who will listen and work as hard for them as they are for their communities. As president, that’s exactly what I’ll do. https://t.co/wDu0p3sUQ2",9083,110014
2020-11-18 18:33:51,JoeBiden,The health care workers on the frontlines of this pandemic are true heroes. Tune in as we thank them for their work and discuss how a Biden-Harris administration will support them. https://t.co/RpBLnot7Be,5419,55150
2020-11-17 23:10:00,JoeBiden,"Today, @KamalaHarris and I met with some of our country's most experienced national security experts to discuss the challenges facing our nation, our institutions, and the world. We're ready to tackle the challenges our administration will inherit on day one. https://t.co/J6DLvnwgM4",7681,117486
2020-11-17 20:00:00,JoeBiden,I’m keeping in my prayers all of our friends and neighbors in Hurricane Iota’s path and those impacted by Hurricane Eta across Central America. The increasing frequency of these powerful storms is another reason that fighting climate change will be one of my top priorities.,17119,269716
2020-11-17 16:17:28,JoeBiden,RT @Transition46: Our White House senior staff is composed of individuals who demonstrate the President-elect's commitment to building an a…,11178,0
2020-11-16 23:05:00,JoeBiden,"Americans want us to cooperate. They want us to deliver results. That’s the choice Kamala and I will make. That's why I am pleased that today we were able to bring together business and labor leaders to make that choice with us.

We’re all Americans. Let’s get to work together.",9928,135187
2020-11-16 22:40:00,JoeBiden,"When we build back better, we will do so with higher wages — including a $15 minimum wage — better benefits and stronger collective bargaining rights that you can raise a family on.

That’s how we will build back the middle class better than ever.",14102,198212
2020-11-16 22:15:00,JoeBiden,"Right now, Congress should come together and pass a COVID relief package like the HEROES Act that the House passed six months ago. Once we shut down the virus and deliver economic relief to workers and businesses, then we can build back better than ever before.",26541,309212
2020-11-16 19:50:13,JoeBiden,Tune in as I deliver remarks on our economic recovery and how my administration plans to build back better in the long term. https://t.co/JOoK9xBRm1,4144,43462
2020-11-16 14:07:25,JoeBiden,"Once again, I congratulate the brilliant women and men who produced this breakthrough and have brought us one step closer to beating this virus. I am also thankful for the frontline workers who are still confronting the virus around the clock.",7005,126543
2020-11-16 14:06:37,JoeBiden,"Today's news of a second vaccine is further reason to feel hopeful. What was true with the first vaccine remains true with the second: we are still months away. Until then, Americans need to continue to practice social-distancing and mask-wearing to get the virus under control.",28649,380697
2020-11-16 00:32:02,JoeBiden,"Congratulations to NASA and SpaceX on today's launch. It’s a testament to the power of science and what we can accomplish by harnessing our innovation, ingenuity, and determination. I join all Americans and the people of Japan in wishing the astronauts Godspeed on their journey.",31875,599622
2020-11-15 16:07:10,JoeBiden,"RT @Transition46: On today's anniversary of the Clean Air Act, the task of protecting the air we breathe has never been more urgent or more…",5829,0
2020-11-14 16:30:00,JoeBiden,"To the millions of Hindus, Jains, Sikhs, and Buddhists celebrating the Festival of Lights, @DrBiden and I send our best wishes for a #HappyDiwali. May your new year be filled with hope, happiness, and prosperity. Sal Mubarak.",42322,599293
2020-11-14 01:09:34,JoeBiden,"I am the president-elect, but will not be president until next year. COVID-19 does not respect dates on the calendar, it is accelerating right now. Urgent action is needed today, now, by the current administration.",18005,197994
2020-11-14 01:09:33,JoeBiden,"I am alarmed by the surge in reported COVID-19 infections, hospitalizations, and fatalities. This crisis demands a robust and immediate federal response which has been woefully lacking.",31369,424218
2020-11-13 23:35:00,JoeBiden,"As the remnants of Tropical Storm Eta continue to impact the east coast, I encourage everyone in its path to heed the warnings of emergency responders and local officials. Jill and I send our prayers to those facing yet another storm.",10944,164017
2020-11-13 21:05:00,JoeBiden,"Today marks five years since the horrific ISIS terrorist attacks in Paris — an assault not just on the people of France but against our common humanity.

As president, I will work to protect Americans and our allies, countering terrorism and extremist violence in all forms.",15338,212358
2020-11-12 19:20:00,JoeBiden,"I extend my deep condolences to the loved ones of the peacekeepers, including 6 American service members, who died on Tiran Island, and wish a speedy recovery to the surviving American. I join all Americans in honoring their sacrifice, as I keep their loved ones in my prayers.",32499,486038
2020-11-12 18:35:22,JoeBiden,RT @Transition46: President-elect Biden spoke this morning with His Holiness Pope Francis. https://t.co/om635SC3M9 https://t.co/DYuiiphOE0,6882,0
2020-11-12 18:30:00,JoeBiden,"Because of the Affordable Care Act:

- People with pre-existing conditions are protected
- More than 20 million Americans gained coverage
- Nearly 12 million seniors have had their prescription drug costs reduced

Now more than ever, we have to protect and build on it. https://t.co/Vl5yliyUFm",10098,102767
2020-11-12 01:19:45,JoeBiden,"Ron Klain’s deep, varied experience and capacity to work with people all across the political spectrum is precisely what I need in a White House chief of staff as we confront this moment of crisis and bring our country together again. https://t.co/s4XlAgMrxf",16518,204217
2020-11-11 21:30:00,JoeBiden,"This Veterans Day, I feel the full weight of the honor and the responsibility that has been entrusted to me by the American people as the next president, and I vow to honor our country’s sacred obligation. https://t.co/BuynOGvSO0",18890,285360
2020-11-11 16:08:11,JoeBiden,"Today, we honor the service of those who have worn the uniform of the Armed Forces of the United States. 

To our proud veterans—I will be a commander in chief who respects your sacrifice, understands your service, and will never betray the values you fought so bravely to defend.",31193,354847
2020-11-11 02:01:00,JoeBiden,We are going to build a health care system that puts you and your family first — and that every American can be proud of.,23677,425704
2020-11-11 00:45:00,JoeBiden,"If you’re sick, if you’re struggling, if you’re worried about how you’re going to get through the day — we will not abandon you.

We will not leave you to face these challenges alone. https://t.co/eZUHaFE5bl",13709,188067
2020-11-10 23:30:00,JoeBiden,"When I’m speaking to foreign leaders, I’m telling them: America is going to be back. We’re going to be back in the game.",36121,617121
2020-11-10 22:05:00,JoeBiden,"Come January, we will work quickly with Congress to dramatically ramp up health care protections, get America to universal coverage, and lower health care costs.",19196,297151
2020-11-10 21:42:25,JoeBiden,"RT @Transition46: Today, President-elect Joe Biden took part in separate congratulatory calls with the leaders of France, Germany, Ireland,…",9187,0
2020-11-10 21:15:07,JoeBiden,Tune in as my campaign provides a post-election legal briefing. https://t.co/vApRDU8lTR,4926,42256
2020-11-10 20:52:00,JoeBiden,"Beginning on January 20th, Vice President-elect Harris and I are going to do everything in our power to ease the burden of health care on you and your families.",27865,433391
2020-11-10 19:27:30,JoeBiden,"Today, the Trump Administration is in court, attempting to eliminate the Affordable Care Act. Tune in as I discuss how my administration will expand access to quality, affordable health care. https://t.co/JB5uwBTKnd",7717,73624
2020-11-10 17:25:00,JoeBiden,".@KamalaHarris and I aren’t wasting any time. We’re ready to get COVID-19 under control so that we can reopen our businesses and schools safely, resume our lives, and put this pandemic behind us. https://t.co/65C1XfR9rR",17674,248492
2020-11-09 21:00:00,JoeBiden,"Let's get to work, @KamalaHarris. https://t.co/uYe2EsmaFa",23292,413028
2020-11-09 20:00:01,JoeBiden,"I won't be president until January 20th, but my message today to everyone is this: wear a mask.",155708,1474823
2020-11-09 19:40:00,JoeBiden,The bottom line: I will spare no effort to turn this pandemic around.,24484,475576
2020-11-09 19:17:00,JoeBiden,"The challenge before us right now is still immense and growing, and so is the need for bold action to fight this pandemic.",12567,241345
2020-11-09 18:50:00,JoeBiden,"My COVID-19 Transition Advisory Board will advise on detailed plans built on a bedrock of science, and that keep compassion, empathy, and care for every American at its core.",12320,192332
2020-11-09 18:37:00,JoeBiden,"Today, I have named a COVID-19 Transition Advisory Board, comprised of distinguished public health experts, to help our transition team translate the Biden-Harris COVID-19 plan into a blueprint we can put into place as soon as @KamalaHarris and I are sworn into office.",24546,339659
2020-11-09 16:46:50,JoeBiden,I spent the morning with the co-chairs of my COVID-19 Council discussing the status of this pandemic and how we move forward. Tune in as I provide an update on how we're going to beat this virus. https://t.co/VVGHZNnUFY,11581,136888
2020-11-09 15:25:10,JoeBiden,RT @Transition46: Statement by President-elect Biden on Pfizer's vaccine progress: https://t.co/eOiLZnqO8N,16245,0
2020-11-08 14:28:23,JoeBiden,"RT @Transition46: We stand together as one America. We will rise stronger than we were before.

https://t.co/97NKAZksSL https://t.co/PRvzyg…",21137,0
2020-11-08 02:20:00,JoeBiden,From the bottom of my heart: thank you. https://t.co/s76oHFkr66,73198,717862
2020-11-08 02:10:00,JoeBiden,"A nation united.

A nation strengthened.

A nation healed.

The United States of America.",67052,913657
2020-11-08 02:08:00,JoeBiden,"With full hearts and steady hands, with faith in America and in each other, with a love of country — and a thirst for justice — let us be the nation that we know we can be.",40056,618991
2020-11-08 02:05:00,JoeBiden,"Tonight, the whole world is watching America. I believe at our best America is a beacon for the globe.

And we lead not by the example of our power, but by the power of our example.",22508,335618
2020-11-08 02:02:00,JoeBiden,"Especially for those moments when this campaign was at its lowest — the African American community stood up again for me. They always have my back, and I’ll have yours.",34833,471526
2020-11-08 01:59:00,JoeBiden,"I believe that this is part of the mandate from the American people. They want us to cooperate.

That’s the choice I’ll make. And I call on the Congress — Democrats and Republicans alike — to make that choice with me.",7814,141834
2020-11-08 01:56:00,JoeBiden,"Now that the campaign is over—what is the people’s will? What is our mandate?

I believe it is this: Americans have called on us to marshal the forces of decency and the forces of fairness. To marshal the forces of science and the forces of hope in the great battles of our time.",16182,245627
2020-11-08 01:53:00,JoeBiden,"We cannot repair the economy, restore our vitality, or relish life’s most precious moments — hugging a grandchild, birthdays, weddings, graduations, all the moments that matter most to us — until we get this virus under control.",19699,286652
2020-11-08 01:51:00,JoeBiden,"The Bible tells us that to everything there is a season — a time to build, a time to reap, a time to sow. And a time to heal.

This is the time to heal in America.",36318,355024
2020-11-08 01:50:00,JoeBiden,"It’s time to put away the harsh rhetoric.

To lower the temperature.

To see each other again.

To listen to each other again.",17603,256286
2020-11-08 01:48:00,JoeBiden,"To all those who volunteered, worked the polls in the middle of this pandemic, local election officials — you deserve a special thanks from this nation.",11891,230837
2020-11-08 01:47:00,JoeBiden,"For America’s educators, this is a great day: You’re going to have one of your own in the White House, and Jill is going to make a great First Lady.",60795,696389
2020-11-08 01:46:00,JoeBiden,"I pledge to be a President who seeks not to divide, but to unify.

Who doesn’t see Red and Blue states, but a United States.

And who will work with all my heart to win the confidence of the whole people.",26350,309591
2020-11-08 01:45:00,JoeBiden,"Folks, the people of this nation have spoken.

They have delivered us a clear victory. A convincing victory.

A victory for “We the People.”",16456,258558
2020-11-08 01:25:12,JoeBiden,A new day in America has come. Tune in as Vice President-Elect @KamalaHarris and I address the nation. https://t.co/d38F58DHu8,16144,140710
2020-11-07 17:34:15,JoeBiden,"RT @KamalaHarris: We did it, @JoeBiden. https://t.co/oCgeylsjB4",567577,0
2020-11-07 16:52:42,JoeBiden,"America, I’m honored that you have chosen me to lead our great country.

The work ahead of us will be hard, but I promise you this: I will be a President for all Americans — whether you voted for me or not.

I will keep the faith that you have placed in me. https://t.co/moA9qhmjn8",600757,3268305
2020-11-07 04:07:00,JoeBiden,"We may be opponents — but we are not enemies. 

We are Americans.",71813,1058951
2020-11-07 04:05:00,JoeBiden,We have to remember the purpose of our politics isn’t totally unrelenting warfare.,17215,359387
2020-11-07 04:02:00,JoeBiden,"I know tensions can be high after a tough election like we just had.

But we need to remain calm. Patient. And let the process work out as we count all the votes.",17698,365647
2020-11-07 04:00:00,JoeBiden,"We are going to be the first Democrats to win Arizona in 24 years.

We are going to be the first Democrats to win Georgia in 28 years.

And we re-built the Blue Wall in the middle of the country that crumbled just four years ago.",21606,332120
2020-11-07 03:59:00,JoeBiden,"What is becoming clearer each hour is that record numbers of Americans — from all races, faiths, regions — chose change over more of the same. 

They have given us a mandate for action on COVID and the economy and climate change and systemic racism.",16247,218620
2020-11-07 03:53:59,JoeBiden,The numbers tell us a clear and convincing story: We're going to win this race.,47227,820201
2020-11-07 03:46:58,JoeBiden,Tune in as I address the nation on the current state of the race. https://t.co/w0er4issEk,8993,93678
2020-11-06 02:00:00,JoeBiden,"Donald Trump is going to court to stop votes from being counted. We have assembled the largest election protection effort in history to fight back and need your help.

Chip in to make sure every vote is counted: https://t.co/ksrwxu9nDE",20019,222845
2020-11-06 01:20:00,JoeBiden,"Keep the faith, folks.",58335,951272
2020-11-06 00:40:00,JoeBiden,"No one is going to take our democracy away from us. Not now, not ever.

America has come too far, fought too many battles, and endured too much to let that happen.",49540,563660
2020-11-05 23:15:00,JoeBiden,"The people will not be silenced, be bullied, or surrender.

Every vote must be counted.",45882,557330
2020-11-05 21:50:33,JoeBiden,I spent the afternoon attending briefings on the ongoing COVID-19 crisis and the state of the economy. Tune in as I provide an update on these briefings and efforts to count every vote. https://t.co/duoDWfzf5C,10066,141709
2020-11-05 21:45:00,JoeBiden,"I ask people to stay calm. 
The process is working. 
The count is being completed.",35886,553717
2020-11-05 21:34:16,JoeBiden,"Democracy is sometimes messy, so sometimes it requires a little patience. 

But that patience has been rewarded now for more than 240 years with a system of governance that has been the envy of the world.",19616,279915
2020-11-05 20:15:00,JoeBiden,We’re fighting to ensure every last vote is counted across the country — and we need your help to do it. Chip in to the Biden Fight Fund to fuel our election protection efforts: https://t.co/VsuxvtqAFa,5761,79978
2020-11-05 19:15:00,JoeBiden,"Let me be clear: I campaigned as a proud Democrat, but I will govern as an American president. https://t.co/Mv5hHI2Rb3",26460,388250
2020-11-05 17:40:00,JoeBiden,"Be patient, folks. Votes are being counted, and we feel good about where we are.",57505,894069
2020-11-05 16:13:28,JoeBiden,"As votes continue to be counted across the country, tune in as my campaign manager @jomalleydillon and campaign adviser Bob Bauer give an update on where things stand. https://t.co/sKReFhHU5j",4944,56825
2020-11-05 13:25:00,JoeBiden,Every vote must be counted. https://t.co/kWLGRfeePK,19978,228213
2020-11-05 03:10:00,JoeBiden,"Donald Trump does not decide the outcome of this election and nor do I. The American people decide. That’s why we’ve launched the Biden Fight Fund — to ensure every vote is counted.

Chip in to help fund our election protection efforts across the country: https://t.co/ps6VhGy0m5",12274,157291
2020-11-05 02:40:00,JoeBiden,"I’m confident that we will emerge victorious.

But this will not be my victory alone.

It will be a victory for the American people. https://t.co/ZqJBVsQuQf",19035,243582
2020-11-05 02:10:00,JoeBiden,"It’s clear that when the count is finished, we believe we will be the winners. https://t.co/qVk0igZlrF",21821,269896
2020-11-05 01:18:00,JoeBiden,"Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration will rejoin it. https://t.co/L8UJimS6v2",90773,757870
2020-11-04 23:50:00,JoeBiden,"Keep faith in the process and in each other. Together, we will win this.",50241,688667
2020-11-04 22:25:00,JoeBiden,"I am confident we will emerge victorious, but this will not be my victory or our victory alone. It will be a victory for the American people, for our democracy, for America.",42700,518427
2020-11-04 22:15:00,JoeBiden,"To make progress, we have to stop treating our opponents as enemies. We are not enemies.",52329,622948
2020-11-04 22:05:00,JoeBiden,"Once this election is finalized and behind us, it will be time for us to do what we've always done as Americans: To put the harsh rhetoric of the campaign behind us.",17595,292016
2020-11-04 21:55:00,JoeBiden,"Every vote must be counted. No one is going to take our democracy away from us, not now, not ever.",45418,498143
2020-11-04 21:45:00,JoeBiden,"The presidency, itself, is not a partisan institution. It's the one office in the nation that represents everyone and it demands a duty of care for all Americans, and that is precisely what I will do.",23662,278254
2020-11-04 21:36:00,JoeBiden,"Power can't be taken or asserted, it flows from the people, and it's their will that determines who will be the President of the United States.",50415,519055
2020-11-04 21:06:16,JoeBiden,Tune in as I address the nation on the state of the race. https://t.co/00QtuYAiI7,9374,88930
2020-11-04 19:10:00,JoeBiden,Count every vote.,126498,1142384
2020-11-04 18:53:26,JoeBiden,RT @TeamJoe: Here are the facts... https://t.co/UgZ5bDqLU2,6460,0
2020-11-04 18:36:19,JoeBiden,"To make sure every vote is counted, we’re setting up the largest election protection effort ever assembled. Because Donald Trump doesn’t get to decide the outcome of this election — the American people do.

Chip in to power the new Biden Fight Fund: https://t.co/1hCoKB0QfP",22109,188825
2020-11-04 15:11:41,JoeBiden,We won't rest until everyone's vote is counted. Tune in as my campaign manager @jomalleydillon and campaign adviser Bob Bauer give an update on where the race stands. https://t.co/Rwz4iR25B3,9051,107135
